Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region
Carlos Serres,2015,1423717,Rioja Reserva 2015,3.9,160,11.83,España,Rioja
Artuke,2018,1915104,Pies Negros Rioja 2018,3.8,736,11.85,España,Rioja
Celler del Roure,2020,5027716,Safrà 2020,3.6,43,11.85,España,Valencia
Arzuaga,2018,1915993,Pago Florentino 2018,4.0,324,11.85,España,Pago Florentino
Ordóñez,2014,1406081,Zerrán Tinto 2014,3.7,687,11.85,España,Montsant
Celler Arrufí,2018,7240379,Sol Vi 2018,3.7,31,11.85,España,Terra Alta
Monte Real,2012,1424455,Gran Reserva 2012,4.0,1180,11.88,España,Rioja
Paco Garcia,2017,1271803,Crianza 2017,3.7,348,11.89,España,Rioja
Marques de Burgos,2016,1404492,Crianza Vendimia Seleccionada 2016,3.8,68,11.89,España,Ribera del Duero
Enrique Mendoza,2018,1146693,Petit Verdot Alicante 2018,3.8,172,11.89,España,Alicante
Vinyes Domenech,2020,6799176,Vi D'Àmfora Natural 2020,3.9,36,11.9,España,Montsant
Tábula,2018,1146109,Damana Crianza Tempranillo 2018,4.2,78,11.9,España,Ribera del Duero
Dominio do Bibei,2018,1384142,Ribeira Sacra Refugallo 2018,4.2,71,11.9,España,Ribeira Sacra
Luzon,2018,6007664,Colección Crianza 2018,3.8,51,11.9,España,Jumilla
Los Frailes,2017,1147627,Trilogia 2017,4.0,73,11.9,España,Valencia
Montecillo,2013,1100225,Reserva 2013,3.8,218,11.9,España,Rioja
Palacio de Primavera,2015,4742548,Vendimia Seleccionada Reserva 2015,3.8,1424,11.9,España,Rioja
Hacienda López de Haro,2011,2870792,Gran Reserva 2011,4.0,802,11.9,España,Rioja
Scala Dei,2019,1168142,Negre Priorat 2019,3.7,234,11.9,España,Priorato
Lavia,2015,5947030,Origen 2015,4.1,48,11.9,España,Bullas
Acustic Celler,2019,80370,Montsant Acústic 2019,3.9,64,11.9,España,Montsant
Pago Aylés,2017,4245757,s de Aylés 2017,4.0,215,11.9,España,Cariñena
Hornillos Ballesteros,2014,1171147,Mibal Selección 2014,3.9,32,11.9,España,Ribera del Duero
Marqués de la Concordia,2015,10246805,Rioja Santiago Reserva Cuarto Año 2015,4.4,39,11.9,España,Rioja
Fos,2018,7605486,Saltaviñas 2018,3.7,35,11.9,España,Rioja Alavesa
Veronica Ortega,2019,3793237,Quite Mencia 2019,3.8,170,11.9,España,Bierzo
Marques de Tomares,2014,1155884,Rioja Reserva 2014,4.2,287,11.9,España,Rioja
Laderas de Montejurra,2015,1975052,Emilio Valerio Amburza 2015,4.0,61,11.9,España,Navarra
Luzon,2019,1230455,Altos de Luzón 2019,3.8,34,11.9,España,Jumilla
7 Magnífics,2020,3155589,El Senat del Montsant 2020,3.8,29,11.9,España,Montsant
Albamar,2019,1660419,Fusco Mencía 2019,3.7,62,11.9,España,Ribeira Sacra
Viña Mayor,2018,1129480,Ribera del Duero Tinto Roble 2018,3.6,1359,11.94,España,Ribera del Duero
Dominio de Bornos,2016,4164349,Crianza 2016,3.6,32,11.95,España,Ribera del Duero
Lan,2017,8098666,7 Metros 2017,4.0,120,11.95,España,Rioja
Bodega Jesus Romero,2018,1794545,Rubus Quercus 2018,3.8,34,11.95,España,Aragón
Samsara,2018,5444806,Moriche 2018,3.8,42,11.95,España,Sierras de Málaga
Heras Cordon,2017,1478457,Rioja Vendimia Seleccionada 2017,3.8,410,11.95,España,Rioja
Loxarel,2017,17413,OPS Tinto 2017,3.6,278,11.95,España,Cataluña
Bodegas Torre del Veguer,2016,1614412,Eclectic 2016,3.8,71,11.95,España,Panadés
Sa Forana,2019,5632230,600 Metros Tinto 2019,3.6,28,11.95,España,Isla de Menorca
Familia Torres,2019,7667938,Vinyarets 2019,3.7,176,11.95,España,Panadés
Can Rich,2016,2168735,Selección 2016,3.7,54,11.95,España,Ibiza
Bodega Picos,2017,2690339,Gran Gregoriano 2017,3.7,52,11.95,España,Campo de Borja
Estancia Piedra,2019,6447577,Prohibida Únicamente Garnacha 2019,3.8,44,11.95,España,Toro
Quinta Mazuela,2016,5581737,Quinta Mazuela Garnacha 2016,4.2,25,11.95,España,Cariñena
Sota els Àngels,2019,8558742,Ubuntu 2019,3.8,29,11.95,España,Empordà
Evodia,2016,6706211,Pizarras Antiguas 2016,3.7,60,11.95,España,Aragón
Loxarel,2018,17413,OPS Tinto 2018,3.8,54,11.95,España,Cataluña
Terrer de Pallars,2018,2389188,Conca de Tremp 2018,4.0,72,11.95,España,Costers del Segre
Terrer de Pallars,2019,2389188,Conca de Tremp 2019,3.7,48,11.95,España,Costers del Segre
Gargalo,2018,1519408,Mencía - Arauxa 2018,3.8,65,11.95,España,Monterrei
Más Que Vinos,2018,1100832,La Meseta 2018,3.5,45,11.95,España,Castilla
Tridente,2016,2055561,Tempranillo 2016,3.8,737,11.95,España,Castilla y León
Tomàs Cusiné,2019,1106641,Vilosell 2019,3.9,35,11.95,España,Costers del Segre
Bodegas Faustino,2015,6755252,Art Collection 2015,3.5,59,11.95,España,Rioja
Bodegas Valdelana,2016,1173873,Familia Valdelana Reserva 2016,4.0,53,11.95,España,Rioja
Carchelo,2016,2431421,Altico (A) 2016,3.5,171,11.95,España,Jumilla
Bodegas Luis Perez,2019,5674255,El Triángulo 2019,3.9,33,11.95,España,Cádiz
Luis Moya Tortosa,2016,5530530,Kimera Garnatxa 2016,3.7,111,11.95,España,Navarra
Viña Ijalba,2017,6485742,Cuvée 2017,3.9,90,11.95,España,Rioja
Teodoro Ruiz Monge,2017,2369068,Zurbano 2017,3.8,32,11.95,España,Rioja
Prieto Pariente,2018,5757034,Vinedos de La Provincia 2018,3.9,43,11.95,España,Castilla y León
Bodegas Valdelana,2017,5392821,AGNVS Crianza Tempranillo 2017,4.0,110,11.95,España,Rioja
Los Rios Prieto,2017,1177440,Prios Maximus Crianza 2017,3.9,72,11.95,España,Ribera del Duero
Quinta de la Quietud,2016,1181010,Corral de Campanas 2016,3.7,424,11.98,España,Toro
Zuazo Gaston,2013,1293547,Reserva 2013,3.8,55,11.98,España,Rioja
Loxarel,2019,2079774,A Pèl Tinto 2019,3.6,61,11.99,España,Panadés
Bodegas Rívola,2018,80398,Tinto 2018,3.9,164,11.99,España,Sardón de Duero
Ramón Bilbao,2017,1612897,Edición Limitada 2017,4.0,496,11.99,España,Rioja
Vinos en Voz Baja,2019,2417995,Costumbres Tinto 2019,4.2,36,11.99,España,Rioja
Sangenís I Vaqué,2019,2629986,Dara 2019,4.0,27,11.99,España,Priorato
Hydria,2015,5378976,12 Compases 2015,3.7,60,12.0,España,Murcia
Castillo Perelada,2016,7369877,Collection Negre 2016,3.9,54,12.0,España,Empordà
Oristan,2017,78569,Bronze Crianza 2017,3.3,150,12.0,España,La Mancha
D Luis R,2017,1669401,Crianza 2017,3.6,64,12.0,España,Rioja
Rodríguez Sanzo,2017,6218942,Las Tierras Pedro Ballesteros de Javier Rodríguez Garnacha 2017,3.4,116,12.0,España,Castilla y León
Tuerce Botas,2017,1483446,Crianza Graciano 2017,3.8,72,12.0,España,Rioja
Pyjama,2018,1493684,Mencía 2018,3.4,47,12.0,España,Bierzo
Terra i Vins,2013,4024019,les Roques de Benet 2013,3.3,39,12.0,España,Bajo Aragón
Fabregas,2019,6343177,Familia Garnacha Tinta 2019,3.8,72,12.0,España,Somontano
Baronia,2017,1577637,Englora 2017,3.9,31,12.0,España,Montsant
Fabregas,2018,6343177,Familia Garnacha Tinta 2018,3.8,31,12.0,España,Somontano
Fabregas,2018,6411375,Familia Moristel 2018,3.7,53,12.0,España,Somontano
Más Que Vinos,2010,2416472,Bodegas Ercavio la Meseta 2010,3.5,55,12.0,España,Castilla
Azpilicueta,2015,1955228,Reserva 2015,4.0,88,12.05,España,Rioja
Las Rocas,2018,1379331,Viñas Viejas Garnacha 2018,3.8,50,12.05,España,Calatayud
Prieto Pariente,2017,5757034,Vinedos de La Provincia 2017,4.1,108,12.09,España,Castilla y León
Dominio de Tares,2017,1235200,Cepas Viejas Mencía Bierzo 2017,3.9,750,12.09,España,Bierzo
Vinícola del Priorat,2019,99546,Ònix Fusió 2019,4.1,47,12.11,España,Priorato
Vins de Pedra,2018,2484662,Trempat 2018,3.7,36,12.15,España,Conca de Barberà
La Vinyeta,2017,2306088,Puntiapart 2017,4.0,178,12.15,España,Empordà
Bodega Marañones,2017,1434974,Treintamil (30.000) Maravedies 2017,3.6,409,12.15,España,Madrid
Gregorio Martínez,2015,5529011,Finca Tempranillo 2015,3.9,54,12.15,España,Rioja
Gregorio Martínez,2014,5529011,Finca Tempranillo 2014,3.8,219,12.15,España,Rioja
Bodegas Amaren,2017,3949815,Tempranillo - Garnacha Crianza 2017,4.0,243,12.15,España,Rioja
Pittacum,2016,1631613,Mencía 2016,3.8,628,12.19,España,Bierzo
Lan,2015,88832,Reserva Rioja 2015,4.0,2621,12.2,España,Rioja
Lan,2016,88832,Reserva Rioja 2016,3.8,81,12.2,España,Rioja
Carlania,2017,4593660,Els Corrals Vinyes Belles 2017,3.8,41,12.2,España,Cataluña
Castell del Remei,2019,1615,ODA Negre 2019,4.1,30,12.2,España,Costers del Segre
Bodega Marañones,2019,1434974,Treintamil (30.000) Maravedies 2019,3.7,171,12.2,España,Madrid
Bodegas Olarra,2016,76305,Cerro Añon Reserva Rioja 2016,4.1,568,12.2,España,Rioja
El Vínculo,2011,1110327,La Mancha Reserva 2011,3.5,28,12.25,España,La Mancha
Las Moradas de San Martín,2013,1290072,Initio 2013,3.8,181,12.25,España,Madrid
Familia Torres,2019,2211345,Secret del Priorat 2019,4.0,42,12.25,España,Priorato
Loxarel,2018,1943220,Eos Tinto 2018,3.8,27,12.25,España,Panadés
Sierra Salinas,2012,1205778,Puerto 2012,3.8,180,12.25,España,Alicante
Adega Saiñas,2019,7359923,Saíñas Viños Vivos 2019,3.6,28,12.25,España,Ribeira Sacra
Canopy,2017,1195453,Tres Patas Garnacha 2017,3.5,31,12.25,España,Méntrida
Bodegas Gormaz,2017,1175578,12 Linajes Crianza 2017,3.8,73,12.25,España,Ribera del Duero
Partida Creus,2019,2558831,VN (Vinel-Lo) 2019,4.0,295,12.25,España,Panadés
Más Que Vinos,2015,1227905,Ercavio Selección Limitada 2015,3.8,59,12.25,España,Castilla
La Vinyeta,2018,2306088,Puntiapart 2018,3.9,26,12.25,España,Empordà
Vivanco,2015,1135812,Selección de Familia Reserva 2015,3.9,93,12.25,España,Rioja
Arzuaga,2016,1915993,Pago Florentino 2016,3.9,821,12.28,España,Pago Florentino
Miquel Jané,2016,7100290,Masía Cal Costas Cabernet Sauvignon - Syrah 2016,4.1,76,12.3,España,Panadés
Viña Pomal,2015,1514598,Terruño Centenario Reserva 2015,4.0,1379,12.3,España,Rioja
Arzuaga,2017,1915993,Pago Florentino 2017,4.1,418,12.3,España,Pago Florentino
Condado de Haza,2018,1126813,Crianza Ribera del Duero 2018,4.0,1156,12.3,España,Ribera del Duero
Azpilicueta,2016,1955228,Reserva 2016,3.8,38,12.32,España,Rioja
Bodegas Mano a Mano,2018,1199182,Venta La Ossa Syrah 2018,4.1,188,12.35,España,Castilla
Alfredo Maestro,2019,5445061,El Rey del Glam 2019,3.7,326,12.35,España,Castilla y León
Familia Torres,2016,7414824,Sangre de Toro Reserva 2016,3.6,59,12.35,España,Panadés
Eguren Ugarte,2014,1128844,Reserva 2014,3.7,139,12.35,España,Rioja
Remelluri,2018,2128268,Lindes de Remelluri Viñedos de Labastida 2018,3.7,78,12.36,España,Rioja
Remelluri,2016,6121551,Lindes de Remelluri Viñedos de San Vicente 2016,3.9,542,12.36,España,Rioja
Campo Viejo,2015,4387046,Crianza Vendimia Seleccionada 2015,3.6,827,12.4,España,Rioja
Viña Salceda,2014,1111660,Rioja Reserva 2014,3.8,1164,12.41,España,Rioja
La Rioja Alta,2018,1216811,Viña Alberdi Crianza 2018,4.1,233,12.43,España,Rioja
Valdemonjas,2019,1996477,El Primer Beso 2019,3.8,125,12.45,España,Ribera del Duero
Pradorey,2018,1468317,Finca Valdelayegua Crianza 2018,3.9,440,12.45,España,Ribera del Duero
Breca,2018,1370945,Breca Garnacha Old Vines 2018,3.8,33,12.45,España,Calatayud
Chivite,2015,5578819,Las Fieles Garnacha 2015,3.5,143,12.45,España,Navarra
Insulares Tenerife,2020,4896205,Viña Norte Tinto Maceración Carbónica 2020,3.6,30,12.45,España,Tacoronte-Acentejo
Breca,2017,1370945,Breca Garnacha Old Vines 2017,3.8,348,12.45,España,Calatayud
Vinsnus,2017,4346880,SiurAlta Rouge 2017,3.7,109,12.45,España,Montsant
Volver,2015,1195424,Single Vineyard Tempranillo 2015,4.0,1507,12.46,España,La Mancha
Celler Massis de l'Albera,2020,9001498,Encanteri 2020,4.0,39,12.49,España,Empordà
Barbarot,2018,6700242,Bárbara Palacios Puppi 2018,3.8,25,12.5,España,Rioja
La Vinyeta,2016,2306088,Puntiapart 2016,3.7,339,12.5,España,Empordà
Bodega Finca Fuentegalana,2016,5133911,La Viña de Ramón Garnacha 2016,3.5,31,12.5,España,Castilla y León
Finca Los Aljibes,2016,1147901,Red 2016,3.5,146,12.5,España,Castilla
Bodegas Vilano,2018,1516813,Crianza 2018,4.2,154,12.5,España,Ribera del Duero
Navarrsotillo,2016,1492813,Rioja Garnacha Crianza Magister Bibendi 2016,3.8,80,12.5,España,Rioja
Hacienda Grimon,2018,1486556,Crianza 2018,3.8,77,12.5,España,Rioja
Alegre Valgañón,2019,3774471,Tinto 2019,3.9,74,12.5,España,Rioja
Castaño,2015,85761,Castaño Colección Cepas Viejas 2015,3.3,353,12.5,España,Yecla
Vins del Tros,2017,3886103,La Fina Àmfora Garnatxa Fina 2017,3.7,44,12.5,España,Terra Alta
Raúl Pérez,2018,1216033,Ultreia Mencía 2018,3.9,67,12.5,España,Bierzo
Joan Simó,2018,1942055,Viatge al Priorat 2018,3.8,75,12.5,España,Priorato
Tridente,2016,2185839,Triton Tinta de Toro 2016,3.8,977,12.5,España,Toro
Beronia,2016,1164695,Rioja Reserva 2016,4.0,3729,12.5,España,Rioja
Beronia,2017,1668783,Rioja Graciano 2017,3.6,28,12.5,España,Rioja
Bodegas Ateca,2018,1183710,Atteca Garnacha (Old Vines) 2018,4.0,430,12.5,España,Calatayud
Scala Dei,2020,4382356,Garnatxa Priorat 2020,3.5,64,12.5,España,Priorato
Viña d'Mateo,2019,1931412,Massimo Rosso 2019,3.6,50,12.5,España,Ribeira Sacra
Ca N'Estella,2017,2808938,Gran Clot Dels Oms Merlot 2017,3.9,67,12.5,España,Panadés
Rioja Vega,2018,6290696,Rioja Vega Edición Limitada 2018,3.8,32,12.5,España,Rioja
Vinyes dels Aspres,2017,3756597,Xot dels Aspres 2017,3.8,103,12.5,España,Empordà
Màquina y Tabla,2018,3131733,Laderas de Leonila 2018,4.0,91,12.5,España,Castilla y León
AT Roca,2018,2302992,Sileo 2018,3.7,288,12.5,España,Montsant
Can Sumoi,2018,8550226,Sumoll - Garnatxa 2018,3.8,335,12.5,España,Cataluña
Matsu,2019,1136746,El Recio 2019,4.0,1842,12.5,España,Toro
Bodegas Imperiales - Abadía de San Quirce,2018,1223070,Crianza 2018,4.0,411,12.5,España,Ribera del Duero
Pago Los Balancines,2017,8924042,Huno Reserva 2017,4.0,215,12.5,España,Ribera del Guadiana
Bodegas Valdelana,2018,5392821,AGNVS Crianza Tempranillo 2018,3.8,90,12.5,España,Rioja
Federico Paternina,2011,1175426,Gran Reserva 2011,3.7,692,12.5,España,Rioja
Las Moradas de San Martín,2015,1290072,Initio 2015,4.0,38,12.5,España,Madrid
Viñedos Ruiz Jiménez,2017,1183003,Osoti Crianza 2017,3.7,83,12.5,España,Rioja
Generación 1,2015,76600,Grandes Añadas 2015,3.9,138,12.5,España,Utiel-Requena
Uva de Vida,2015,4881860,Latitud 40 Graciano 2015,3.7,99,12.5,España,La Mancha
Bodega Otto Bestué,2018,1226598,Finca Santa Sabina 2018,4.1,135,12.5,España,Somontano
Carles Andreu,2018,1299598,Trepat 2018,3.7,116,12.5,España,Tarragona
Laventura,2019,5895119,Lanave 2019,3.6,41,12.5,España,Rioja
Arché Pagès,2017,1784002,Cartesius Negre 2017,3.8,54,12.5,España,Empordà
Barbarot,2017,6700242,Bárbara Palacios Puppi 2017,3.5,30,12.5,España,Rioja
Pago de Vallegarcía,2019,1539907,Petit Hipperia 2019,3.9,104,12.5,España,Castilla
Pagos del Moncayo,2019,5409799,Prados Colección Garnacha 2019,4.1,155,12.5,España,Campo de Borja
Sangenís I Vaqué,2018,2629986,Dara 2018,3.8,53,12.5,España,Priorato
Borsao Bodegas,2017,4399827,Zarihs Syrah 2017,4.1,1073,12.5,España,Campo de Borja
Dominio del Bendito,2019,1165527,El Primer Paso 2019,4.1,486,12.5,España,Toro
Bodegas Aradon,2016,6986827,Calzadas de Aradon 2016,4.0,208,12.52,España,Rioja
Olivardots,2017,2038428,Vermell 2017,3.8,129,12.55,España,Empordà
Finca La Estacada,2016,1490671,Uclés Syrah - Merlot 2016,3.7,224,12.55,España,Uclés
Lagar d'Amprius,2016,1585431,Garnacha 2016,3.9,52,12.55,España,Bajo Aragón
Finca La Estacada,2017,1490671,Uclés Syrah - Merlot 2017,4.2,29,12.55,España,Uclés
Finca Bacara,2017,5418364,Tabá 2017,4.0,554,12.6,España,Jumilla
Bodega Elias Mora,2017,21211,Toro Crianza 2017,4.0,197,12.6,España,Toro
Clos de l'Ona,2015,1955036,Amagat Montsant 2015,3.6,28,12.6,España,Montsant
Viña Ijalba,2019,98247,Graciano 2019,4.2,26,12.6,España,Rioja
Altanza,2014,22141,Rioja Reserva 2014,4.0,737,12.6,España,Rioja
Bodegas Care,2016,2427372,Finca Bancales Viñas Viejas Garnacha 2016,4.2,158,12.6,España,Cariñena
Marfil Alella,2019,1446845,Ivori Vi Negre 2019,3.8,38,12.6,España,Alella
L'Enclòs de Peralba,2018,8979449,Vi Fi de Masia Tinto 2018,3.8,30,12.6,España,Panadés
Borsao Bodegas,2018,35374,Tres Picos Garnacha 2018,4.0,3372,12.6,España,Campo de Borja
Tuets,2019,6202699,Panxu Tempranillo 2019,3.8,32,12.62,España,Tarragona
Vinyes Domenech,2018,2807828,Boig per Tu 2018,3.9,111,12.64,España,Montsant
Rico Nuevo,2019,7807253,RN Garnacha 2019,3.1,152,12.65,España,Castilla y León
Celler Ronadelles - Cap de Ruc,2016,1475477,Criança 2016,3.4,295,12.65,España,Montsant
Bodegas Piqueras,2017,8205866,Los Losares Garnacha Tintorera 2017,4.1,283,12.66,España,Almansa
Bodegas Piqueras,2018,9568319,Los Losares Monastrell 2018,3.8,41,12.66,España,Almansa
Vega Real,2017,5924941,El Empecinado 2017,4.0,66,12.69,España,Ribera del Duero
MontRubí,2018,4420291,Gaintus Radical Sumoll 2018,3.2,38,12.7,España,Panadés
Alta Alella,2018,1221392,Parvus Syrah 2018,3.8,141,12.7,España,Alella
Copa Llena,2015,5467540,Poblets del Montsant Tinto 2015,3.6,40,12.7,España,Montsant
Vins de Pedra,2017,1420407,La Musa Negre 2017,4.2,63,12.74,España,Conca de Barberà
Murua,2017,1814122,VS Rioja Tempranillo 2017,4.2,149,12.74,España,Rioja
Bodegas Gratias,2018,5129025,Maximas Bobal 2018,3.8,28,12.75,España,Manchuela
Bodegas Tionio,2019,76651,Austum 2019,3.6,108,12.75,España,Ribera del Duero
Dehesa de Luna,2017,6765660,Garnacha Tintorera 2017,3.7,48,12.75,España,Castilla
Palacio de Villachica,2016,2560727,Crianza 2016,4.1,72,12.75,España,Toro
Castelo de Pedregosa,2016,2243136,Nûr Tinto 2016,3.8,86,12.75,España,Priorato
Huguet de Can Feixes,2012,1506019,Negre Tradició 2012,4.0,89,12.75,España,Panadés
Peñafiel,2015,3970335,Mironia Crianza 2015,3.7,92,12.75,España,Ribera del Duero
Bruma del Estrecho,2018,4384951,Parcela Navajuelos 2018,3.8,60,12.75,España,Jumilla
Rodríguez Sanzo,2015,5309413,Las Tierras de Javier Rodríguez Vino de Pueblo 2015,3.7,216,12.75,España,Toro
AltoLandon,2012,1217259,AltoLandon Red 2012,4.1,135,12.75,España,Manchuela
Ramón Bilbao,2017,1596684,Rioja Viñedos de Altura 2017,4.0,650,12.75,España,Rioja
Divina Proporción,2017,1970960,Abracadabra 2017,3.9,97,12.75,España,Toro
La Casa de Monroy	,2012,1461249,Viñas Viejas Garnacha Selección Crianza 2012,3.6,58,12.79,España,Madrid
Conreria d'Scala Dei,2019,7035122,Nona 2019,3.7,28,12.8,España,Priorato
Bodegas Lleiroso,2015,1700379,LL Crianza 2015,3.6,39,12.8,España,Ribera del Duero
Conde de Siruela,2017,76502,Crianza 2017,3.9,30,12.8,España,Ribera del Duero
Señorío de Nava,2017,1139423,Roble Ribera del Duero 2017,3.5,54,12.83,España,Ribera del Duero
Berceo,2014,1193923,Gonzalo de Berceo Reserva 2014,3.8,74,12.83,España,Rioja
Azpilicueta,2016,3652647,Origen Crianza 2016,3.7,2720,12.85,España,Rioja
Viña Somoza,2017,6270010,VIA XVIII S 2017,3.7,80,12.85,España,Valdeorras
Sentencia,2017,3663496,Lluvia 2017,3.3,72,12.85,España,Utiel-Requena
Remelluri,2018,6121551,Lindes de Remelluri Viñedos de San Vicente 2018,4.1,102,12.85,España,Rioja
Estefanía,2012,4310932,Tilenus La Florida Bierzo 2012,3.8,268,12.89,España,Bierzo
Pago Aylés,2015,1775669,Serendipia Edición Limitada 2015,3.9,184,12.89,España,Cariñena
Hacienda Albae,2015,1251813,Tempranillo 2015,3.5,37,12.9,España,Castilla
Luzon,2016,1230455,Altos de Luzón 2016,4.1,333,12.9,España,Jumilla
Beronia,2014,1164695,Rioja Reserva 2014,4.0,5445,12.9,España,Rioja
Pinna Fidelis,2018,1221284,Ribera del Duero Crianza 2018,3.7,140,12.9,España,Ribera del Duero
Bodegas Mano a Mano,2017,1148433,Venta La Ossa Tempranillo 2017,4.2,268,12.9,España,Castilla
Valderiz,2018,1515739,Valdehermoso Crianza 2018,3.8,59,12.9,España,Ribera del Duero
Celler Cooperatiu d'Espolla,2017,1529452,Clos de les Dòmines Reserva 2017,4.0,115,12.9,España,Empordà
Lavia,2016,1784470,Plus+ 2016,3.9,88,12.9,España,Bullas
Coto de Gomariz (María Álvarez Serrano),2015,1196761,Abadia de Gomariz 2015,3.8,35,12.9,España,Ribeiro
Alvar de Dios,2018,3081131,Camino de los Arrieros 2018,3.5,245,12.9,España,Arribes
Tagonius,2016,1134525,Crianza 2016,3.8,170,12.9,España,Madrid
Albamar,2018,6465770,Capitán Xurelo 2018,3.5,48,12.9,España,Rías Baixas
Altos de Tamarón,2016,1131272,Reserva Ribera del Duero 2016,3.8,462,12.9,España,Ribera del Duero
La Perla del Priorat,2018,1125141,Noster Inicial 2018,3.8,46,12.9,España,Priorato
Celler de Capçanes,2015,26394,Vall Del Calàs Montsant 2015,4.1,113,12.9,España,Montsant
Ca N'Estruc,2015,1228665,L’Equilibrista Negre 2015,3.8,389,12.9,España,Cataluña
Bodegas Olarra,2015,76303,Cerro Añon Rioja Gran Reserva 2015,4.4,86,12.9,España,Rioja
R. López de Heredia Viña Tondonia,2013,1529357,Viña Cubillo 2013,3.9,232,12.9,España,Rioja Alta
Baltasar Gracián,2014,76948,Reserva 2014,4.0,80,12.9,España,Calatayud
Carlos Ruben,2017,7270546,Sin Duda Garnacha 2017,3.8,29,12.9,España,Calatayud
Federico Paternina,2013,1175426,Gran Reserva 2013,3.8,1059,12.9,España,Rioja
Loxera,2017,1895952,Sentada Sobre la Bestia 2017,3.7,116,12.9,España,Valencia
Vinos del Viento - Michael Cooper,2015,5049890,Seleccion Especial Cariñena 2015,4.0,51,12.9,España,Cariñena
Luzon,2018,1230455,Altos de Luzón 2018,3.9,261,12.9,España,Jumilla
Tridente,2018,2185839,Triton Tinta de Toro 2018,3.8,174,12.9,España,Toro
Bodega de Bardos,2016,6773233,Reserva 2016,4.1,1878,12.9,España,Ribera del Duero
Luzon,2016,1230455,Altos de Luzón 2016,4.1,333,12.9,España,Jumilla
Pinna Fidelis,2018,1221284,Ribera del Duero Crianza 2018,3.7,140,12.9,España,Ribera del Duero
Beronia,2014,1164695,Rioja Reserva 2014,4.0,5445,12.9,España,Rioja
Celler Cooperatiu d'Espolla,2017,1529452,Clos de les Dòmines Reserva 2017,4.0,115,12.9,España,Empordà
Valderiz,2018,1515739,Valdehermoso Crianza 2018,3.8,59,12.9,España,Ribera del Duero
Bodegas Mano a Mano,2017,1148433,Venta La Ossa Tempranillo 2017,4.2,268,12.9,España,Castilla
Lavia,2016,1784470,Plus+ 2016,3.9,88,12.9,España,Bullas
Coto de Gomariz (María Álvarez Serrano),2015,1196761,Abadia de Gomariz 2015,3.8,35,12.9,España,Ribeiro
Alvar de Dios,2018,3081131,Camino de los Arrieros 2018,3.5,245,12.9,España,Arribes
Tagonius,2016,1134525,Crianza 2016,3.8,170,12.9,España,Madrid
Albamar,2018,6465770,Capitán Xurelo 2018,3.5,48,12.9,España,Rías Baixas
Ca N'Estruc,2015,1228665,L’Equilibrista Negre 2015,3.8,389,12.9,España,Cataluña
La Perla del Priorat,2018,1125141,Noster Inicial 2018,3.8,46,12.9,España,Priorato
Bodegas Olarra,2015,76303,Cerro Añon Rioja Gran Reserva 2015,4.4,86,12.9,España,Rioja
Celler de Capçanes,2015,26394,Vall Del Calàs Montsant 2015,4.1,113,12.9,España,Montsant
Altos de Tamarón,2016,1131272,Reserva Ribera del Duero 2016,3.8,462,12.9,España,Ribera del Duero
R. López de Heredia Viña Tondonia,2013,1529357,Viña Cubillo 2013,3.9,232,12.9,España,Rioja Alta
Baltasar Gracián,2014,76948,Reserva 2014,4.0,80,12.9,España,Calatayud
Carlos Ruben,2017,7270546,Sin Duda Garnacha 2017,3.8,29,12.9,España,Calatayud
Federico Paternina,2013,1175426,Gran Reserva 2013,3.8,1059,12.9,España,Rioja
Luzon,2018,1230455,Altos de Luzón 2018,3.9,261,12.9,España,Jumilla
Loxera,2017,1895952,Sentada Sobre la Bestia 2017,3.7,116,12.9,España,Valencia
Vinos del Viento - Michael Cooper,2015,5049890,Seleccion Especial Cariñena 2015,4.0,51,12.9,España,Cariñena
Tridente,2018,2185839,Triton Tinta de Toro 2018,3.8,174,12.9,España,Toro
Bodega de Bardos,2016,6773233,Reserva 2016,4.1,1878,12.9,España,Ribera del Duero
Luzon,2016,1230455,Altos de Luzón 2016,4.1,333,12.9,España,Jumilla
Beronia,2014,1164695,Rioja Reserva 2014,4.0,5445,12.9,España,Rioja
Pinna Fidelis,2018,1221284,Ribera del Duero Crianza 2018,3.7,140,12.9,España,Ribera del Duero
Bodegas Mano a Mano,2017,1148433,Venta La Ossa Tempranillo 2017,4.2,268,12.9,España,Castilla
Valderiz,2018,1515739,Valdehermoso Crianza 2018,3.8,59,12.9,España,Ribera del Duero
Celler Cooperatiu d'Espolla,2017,1529452,Clos de les Dòmines Reserva 2017,4.0,115,12.9,España,Empordà
Lavia,2016,1784470,Plus+ 2016,3.9,88,12.9,España,Bullas
Coto de Gomariz (María Álvarez Serrano),2015,1196761,Abadia de Gomariz 2015,3.8,35,12.9,España,Ribeiro
Alvar de Dios,2018,3081131,Camino de los Arrieros 2018,3.5,245,12.9,España,Arribes
Tagonius,2016,1134525,Crianza 2016,3.8,170,12.9,España,Madrid
Albamar,2018,6465770,Capitán Xurelo 2018,3.5,48,12.9,España,Rías Baixas
Altos de Tamarón,2016,1131272,Reserva Ribera del Duero 2016,3.8,462,12.9,España,Ribera del Duero
La Perla del Priorat,2018,1125141,Noster Inicial 2018,3.8,46,12.9,España,Priorato
Celler de Capçanes,2015,26394,Vall Del Calàs Montsant 2015,4.1,113,12.9,España,Montsant
